0,0,1.1546,2.306,0.717
207,0.0937244,1.2038,2.3541,0.718
635,0.0730984,1.2422,2.3994,0.724
622,0.0730984,1.2681,2.3208,0.728
289,0.0769604,1.2659,2.2713,0.717
1537,0.061594,1.3198,2.2638,0.729
1796,0.0405694,1.3175,2.2378,0.72
1610,0.0405694,1.3308,2.2672,0.724
1707,0.0325155,1.358,2.2596,0.716
1603,0.038376,1.3642,2.2526,0.712
734,0.0780162,1.2133,2.2139,0.712
38,0.0828538,1.2768,2.4668,0.727
241,0.0758216,1.2641,2.5005,0.724
973,0.0758216,1.3259,2.4374,0.723
1485,0.0744947,1.394,2.453,0.726
1053,0.0744947,1.4002,2.4338,0.727
2360,0.0763631,1.4354,2.3661,0.73
2179,0.0801757,1.2603,2.5451,0.722
1512,0.0766349,1.2701,2.5966,0.715
329,0.0602331,1.249,2.6507,0.731
2034,0.0602331,1.3142,2.627,0.731
42,0.0658078,1.2043,2.5968,0.714
1352,0.0693739,1.3341,2.6762,0.712
2229,0.0720576,1.1513,2.5685,0.731
767,0.0744447,1.1041,2.5728,0.724
1233,0.0479096,1.0789,2.581,0.719
1127,0.0292579,1.0754,2.5625,0.716
489,0.0292579,1.0538,2.5661,0.721
1242,0.0397861,1.0902,2.6185,0.712
2359,0.0413612,1.0288,2.5337,0.727
1600,0.0533465,1.0609,2.6629,0.716
2181,0.0558748,1.0399,2.4933,0.712
963,0.0652212,1.1406,2.6593,0.719
562,0.0702809,1.0593,2.7006,0.731
1543,0.0702809,1.1063,2.7164,0.712
1256,0.0746595,1.1011,2.4846,0.726
1171,0.0826371,1.1725,2.4573,0.723
1634,0.0862543,0.9798,2.7322,0.72
414,0.0937244,1.1697,2.2135,0.717
2079,0.0815185,1.0902,2.2305,0.723
1774,0.0815185,1.0942,2.2151,0.715
1402,0.0755434,1.0428,2.207,0.727
1692,0.0937244,1.0754,2.3392,0.728
2250,0.0963409,1.4825,2.3798,0.715
2193,0.0971426,1.1505,2.1187,0.726
477,0.103144,1.3058,2.1354,0.716
106,0.103144,1.2327,2.0766,0.712
1427,0.093409,1.3156,2.0988,0.724
11,0.093409,1.2158,2.0159,0.717
1267,0.106751,0.9655,2.7658,0.72
2256,0.109817,1.0433,2.3469,0.713
282,0.110865,0.9831,2.8438,0.715
2038,0.101791,1.0311,2.8549,0.727
1093,0.101791,0.9965,2.9447,0.716
1284,0.101791,1.0418,3.035,0.724
2251,0.101342,1.045,3.0459,0.717
1841,0.101342,1.1,3.0284,0.716
740,0.0654793,1.1627,3.0466,0.721
1702,0.0854477,1.1167,2.9446,0.716
1667,0.103074,1.1985,3.0574,0.725
254,0.112386,1.4385,2.6347,0.715
1856,0.121006,1.2483,2.7717,0.73
2271,0.12251,0.9324,2.2601,0.728
579,0.12251,0.9176,2.2937,0.716
212,0.12251,0.8293,2.2617,0.714
1377,0.126859,1.6039,2.343,0.716
1039,0.108143,1.6301,2.4397,0.716
271,0.0854113,1.6468,2.3589,0.723
765,0.082804,1.6514,2.4399,0.723
403,0.0811304,1.7004,2.4877,0.723
961,0.0684533,1.6952,2.5237,0.72
800,0.0684533,1.6681,2.5367,0.716
867,0.0716129,1.6001,2.5588,0.712
419,0.0716129,1.6108,2.6068,0.712
236,0.0716129,1.5974,2.6124,0.718
801,0.0876595,1.7128,2.612,0.72
843,0.0900369,1.7391,2.6267,0.73
1460,0.101096,1.662,2.6994,0.721
2357,0.101096,1.7306,2.7304,0.72
700,0.0876826,1.7833,2.7745,0.721
2300,0.0687872,1.7588,2.8134,0.718
411,0.0460703,1.7389,2.8268,0.716
1743,0.0460703,1.7549,2.8448,0.713
2170,0.0888193,1.8675,2.7477,0.712
1084,0.0969728,1.7756,2.938,0.73
1459,0.0987401,1.8718,2.6941,0.727
970,0.0987401,1.8988,2.8394,0.731
969,0.101096,1.6097,2.7819,0.723
1653,0.111902,1.8117,2.4765,0.72
1314,0.114008,1.795,2.9617,0.724
1296,0.114008,1.7928,3.0497,0.715
655,0.0884864,1.7816,3.0938,0.729
295,0.0784993,1.7925,3.1357,0.725
952,0.0784993,1.8062,3.1678,0.72
2188,0.0888481,1.7626,3.2448,0.712
1591,0.10246,1.7217,3.2438,0.718
1170,0.10246,1.6901,3.3172,0.712
446,0.0896141,1.6056,3.341,0.73
1518,0.0790705,1.662,3.3868,0.72
442,0.0754837,1.709,3.4087,0.727
693,0.0523222,1.712,3.4577,0.722
1120,0.0523222,1.7322,3.4432,0.712
1432,0.0790705,1.5598,3.2828,0.718
2182,0.0748755,1.5301,3.3193,0.721
728,0.0471523,1.5064,3.3352,0.715
1108,0.0471523,1.4946,3.3069,0.719
1080,0.082854,1.4205,3.2705,0.712
1123,0.100142,1.8293,3.4633,0.726
2032,0.0886899,1.8033,3.5175,0.714
408,0.0886899,1.8288,3.3791,0.731
980,0.066005,1.8896,3.3992,0.715
1103,0.066005,1.8757,3.3709,0.724
2159,0.0553574,1.8219,3.3599,0.717
568,0.0919579,1.7639,3.5478,0.73
278,0.0919579,1.8215,3.6075,0.719
1360,0.0919579,1.8656,3.643,0.725
319,0.0967995,1.7922,3.6999,0.725
1286,0.0967995,1.9245,3.5666,0.717
362,0.102698,1.5072,3.1946,0.717
1236,0.0809547,1.4735,3.121,0.716
99,0.0809547,1.5308,3.14,0.718
303,0.0604011,1.5581,3.1479,0.726
1012,0.0696613,1.6187,3.1398,0.716
401,0.0619514,1.6509,3.1173,0.72
847,0.0619514,1.6591,3.159,0.713
96,0.0741044,1.521,3.0671,0.727
114,0.0762409,1.573,3.0134,0.712
1854,0.100741,1.5679,2.9392,0.712
24,0.100741,1.5268,2.9239,0.714
2175,0.100741,1.4607,2.9252,0.722
2140,0.105847,1.3699,3.1426,0.714
530,0.108572,1.4074,2.9563,0.72
23,0.110457,1.6294,3.5307,0.715
338,0.110841,1.9674,3.5523,0.722
820,0.1178,1.9016,3.256,0.726
204,0.122321,1.5738,2.7841,0.724
2161,0.125698,1.8067,2.3622,0.729
692,0.114763,1.8925,2.2962,0.713
1013,0.109424,1.878,2.2882,0.726
1773,0.109424,1.9706,2.3475,0.713
1831,0.105615,2.0059,2.2866,0.713
158,0.0964144,2.0128,2.2517,0.727
614,0.0964144,2.0953,2.251,0.719
1698,0.0964144,2.1459,2.2054,0.718
151,0.0826897,2.1528,2.1709,0.716
852,0.0613768,2.199,2.1424,0.725
92,0.0613768,2.1734,2.1133,0.721
420,0.0610266,2.1136,2.1022,0.716
174,0.0610266,2.1841,2.0545,0.729
1153,0.0667445,2.107,2.1066,0.722
453,0.0667445,2.0413,2.0982,0.728
1274,0.0688597,2.1454,2.0252,0.731
1822,0.0552987,2.1794,1.9816,0.73
533,0.0552987,2.1068,2.0202,0.716
1759,0.0677619,2.1945,1.9785,0.731
1188,0.0688597,2.2512,2.0663,0.719
1825,0.0712411,2.2513,2.1904,0.731
399,0.0733981,2.0215,2.0468,0.723
1998,0.07409,2.2546,2.191,0.731
213,0.0838003,2.2642,2.0214,0.713
2069,0.0853042,2.3344,2.0847,0.723
1635,0.0561403,2.3493,2.0631,0.719
578,0.0561403,2.3518,2.1076,0.716
1363,0.0446709,2.3841,2.1105,0.719
2325,0.0528513,2.4017,2.1211,0.727
805,0.0793125,2.4712,2.0829,0.726
2169,0.089625,1.9909,1.9732,0.72
1380,0.0991043,2.1425,1.8914,0.712
552,0.103206,2.1855,1.8132,0.713
1646,0.0850661,2.1037,1.7972,0.73
2132,0.0850661,2.2434,1.8164,0.713
1323,0.0850661,2.1705,1.7445,0.724
126,0.0776682,2.1015,1.7801,0.726
1006,0.0776682,2.1622,1.6876,0.716
209,0.0776682,2.0787,1.7772,0.714
378,0.0925588,2.0269,1.7005,0.713
1309,0.10772,2.3309,1.7537,0.717
1689,0.111089,2.1026,1.5996,0.713
120,0.114015,2.0609,2.415,0.73
274,0.114444,2.4303,2.2318,0.722
911,0.114444,2.4442,2.3415,0.73
393,0.110866,2.4826,2.3195,0.724
74,0.10213,2.5353,2.3288,0.729
501,0.0919864,2.613,2.2823,0.728
2363,0.0874559,2.6202,2.2592,0.719
2051,0.0818714,2.6223,2.2339,0.731
2284,0.0699671,2.6902,2.2175,0.727
353,0.0782092,2.7644,2.1993,0.731
1643,0.0457215,2.7645,2.1936,0.722
1126,0.0457215,2.7737,2.2312,0.727
603,0.0390308,2.8011,2.2227,0.717
1115,0.0510706,2.8519,2.2261,0.713
1243,0.074147,2.852,2.2985,0.729
1880,0.0620868,2.8319,2.3315,0.718
591,0.0401748,2.8227,2.3401,0.712
1364,0.0401748,2.8399,2.3591,0.723
162,0.074147,2.8786,2.1616,0.714
2117,0.0642162,2.927,2.1988,0.729
1978,0.0628603,2.9223,2.1674,0.712
735,0.0628603,2.9836,2.2203,0.723
1833,0.0588374,2.9859,2.1626,0.721
55,0.0588374,2.9539,2.2615,0.718
84,0.0560727,2.949,2.2666,0.712
670,0.0560727,2.9971,2.2948,0.731
885,0.0605534,3.0229,2.3495,0.728
974,0.0605534,2.9721,2.359,0.712
865,0.0605534,3.0787,2.3461,0.716
34,0.0571769,3.0997,2.3931,0.73
79,0.0533478,3.0709,2.4055,0.731
1194,0.0460918,3.088,2.4117,0.726
1472,0.0344168,3.0896,2.4431,0.712
2316,0.0525018,3.1344,2.466,0.727
1945,0.0571769,3.0899,2.3068,0.712
2228,0.0642162,2.8745,2.0983,0.724
869,0.0687055,2.9567,2.3625,0.715
1947,0.0716756,3.1905,2.4214,0.726
511,0.0771417,2.7568,2.38,0.716
2299,0.0671079,2.7619,2.3912,0.713
597,0.0561957,2.7565,2.4471,0.715
2052,0.0561957,2.7493,2.4277,0.721
2252,0.0556513,2.7502,2.4832,0.717
1950,0.0673857,2.6895,2.3784,0.719
2183,0.0507393,2.6817,2.4008,0.712
1162,0.0507393,2.6406,2.3649,0.72
512,0.0507393,2.6559,2.378,0.719
822,0.0806429,3.0614,2.1991,0.722
696,0.083866,3.0841,2.2224,0.718
398,0.0847718,2.6814,2.1334,0.721
2184,0.0864663,2.7625,2.1045,0.713
1325,0.0864663,2.6695,2.0917,0.717
1058,0.0951921,3.2668,2.4644,0.72
631,0.0996546,3.179,2.2633,0.722
1764,0.10197,2.6643,2.538,0.713
1319,0.103416,3.2148,2.2638,0.731
1878,0.103542,2.9331,2.4626,0.727
391,0.102116,2.9743,2.5246,0.715
2240,0.0754019,2.964,2.5598,0.722
1588,0.0754019,2.9224,2.5261,0.723
1639,0.0828716,2.989,2.6385,0.729
2255,0.0331934,2.9714,2.6486,0.72
1481,0.0236559,2.992,2.6541,0.727
1660,0.0224413,2.9808,2.6701,0.723
227,0.0345612,2.9465,2.6731,0.726
949,0.0509417,3.0179,2.7043,0.716
1454,0.0509417,3.039,2.6821,0.715
1720,0.0325579,3.0409,2.6872,0.716
1351,0.0325579,3.0585,2.6595,0.728
5,0.0349437,3.0673,2.6291,0.723
1579,0.058396,3.1106,2.6332,0.73
886,0.0624082,3.0456,2.76,0.721
698,0.0717478,2.9655,2.7533,0.717
1342,0.0717478,2.993,2.7798,0.72
840,0.056212,2.957,2.7967,0.716
577,0.0820206,2.8865,2.7287,0.72
1670,0.0827961,2.835,2.6728,0.712
1484,0.084224,3.1178,2.8028,0.728
1125,0.0913474,2.7447,2.6633,0.722
133,0.0767007,2.7603,2.7204,0.731
367,0.0767007,2.6905,2.7022,0.718
1376,0.0732958,2.6812,2.7059,0.716
524,0.0829077,2.7884,2.5933,0.714
697,0.089618,2.5924,2.7045,0.728
1109,0.0897932,2.6684,2.7945,0.723
586,0.0931052,2.5057,2.7382,0.724
538,0.0931052,2.5225,2.715,0.716
819,0.101409,2.6726,2.5921,0.718
632,0.10318,2.4399,2.6532,0.714
1411,0.104026,2.969,2.0565,0.712
1594,0.1043,2.6773,1.988,0.725
1110,0.0857666,2.7004,1.9057,0.718
1368,0.0857666,2.7331,1.9369,0.724
576,0.0857666,2.6122,1.9881,0.716
1776,0.0857666,2.6597,1.89,0.713
25,0.0949364,2.5771,1.9723,0.716
2308,0.0701388,2.528,1.9454,0.726
527,0.0568719,2.5418,1.9117,0.715
1576,0.0568719,2.5144,1.9373,0.727
618,0.0621636,2.5394,1.8501,0.723
1316,0.0908011,2.4666,1.8032,0.712
1003,0.0895817,2.4324,1.8857,0.719
1147,0.0895817,2.4394,1.8338,0.73
601,0.106776,2.5388,2.8394,0.716
1617,0.107957,2.3683,2.6481,0.73
255,0.108034,3.0006,2.8955,0.719
558,0.110253,3.2202,2.6266,0.72
2214,0.111149,2.5394,2.6049,0.725
1074,0.111177,3.1887,2.7123,0.728
425,0.111177,3.1827,2.7437,0.719
445,0.111753,2.4968,2.5129,0.727
